property,city,tenant,unit_number,unit_type,monthly_rent,lease_end,days_to_expiry,expiry_bucket,tenant_status
Mills Crossing,Owings Mills,Madeline Vasquez,304,3BR/2BA,2908.0,2024-03-03,-765,Expired,Active
Avenue Grand,Baltimore,Catherine Brown,157,2BR/2BA,2159.0,2024-03-04,-764,Expired,Active
Townes at Heritage Hills,Glen Burnie,Kathryn Edwards,062,2BR/2BA,1937.0,2024-03-06,-762,Expired,Active
Fieldside Grande Ph1,Pikesville,Stephen Brown,241,2BR/2BA,1922.0,2024-03-06,-762,Expired,Active
Fieldside Grande Ph1,Pikesville,Natasha Stone,276,3BR/2BA,2248.0,2024-03-06,-762,Expired,Active
Avenue Grand,Baltimore,Anthony Mccormick III,100,1BR/1BA,1467.0,2024-03-07,-761,Expired,Active
Fieldside Grande Ph1,Pikesville,Tracie Harrington,134,2BR/1BA,1671.0,2024-03-08,-760,Expired,Active
Duvall Westside,Laurel,Margaret Hensley MD,235,2BR/2BA,2192.0,2024-03-09,-759,Expired,Active
Cedar Ridge Commons,Ellicott City,Jennifer Barrett,051,1BR/1BA,1476.0,2024-03-10,-758,Expired,Active
Mills Crossing,Owings Mills,Ronald Williams,066,1BR/1BA,1863.0,2024-03-11,-757,Expired,Active
Mills Crossing,Owings Mills,Roger Jacobs,274,3BR/2BA,2363.0,2024-03-11,-757,Expired,Active
Townes at Heritage Hills,Glen Burnie,Victoria Wilson,025,2BR/1BA,1627.0,2024-03-11,-757,Expired,Active
Avenue Grand,Baltimore,Gregory Hart,133,2BR/1BA,2043.0,2024-03-11,-757,Expired,Active
Fieldside Grande Ph1,Pikesville,Brittney Moore,044,1BR/1BA,1600.0,2024-03-13,-755,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Jennifer Johnston,049,2BR/1BA,1871.0,2024-03-14,-754,Expired,Active
Duvall Westside,Laurel,Jerry Pierce,119,2BR/1BA,1726.0,2024-03-15,-753,Expired,Active
Cedar Ridge Commons,Ellicott City,Jesse Jones,304,3BR/2BA,2790.0,2024-03-15,-753,Expired,Active
Duvall Westside,Laurel,Tiffany Mcclain,240,2BR/2BA,2271.0,2024-03-16,-752,Expired,Active
Fieldside Grande Ph1,Pikesville,Danny Simmons,055,1BR/1BA,1580.0,2024-03-16,-752,Expired,Active
Cedar Ridge Commons,Ellicott City,Ryan Powell,146,2BR/1BA,2144.0,2024-03-16,-752,Expired,Active
Riverfront Flats,Frederick,Nicole Patterson,184,2BR/2BA,1966.0,2024-03-17,-751,Expired,Active
Riverfront Flats,Frederick,Selena Robinson,215,2BR/2BA,2016.0,2024-03-17,-751,Expired,Active
Mills Crossing,Owings Mills,William Hoffman,195,2BR/2BA,2271.0,2024-03-18,-750,Expired,Active
Fieldside Grande Ph1,Pikesville,Brian Hall,108,1BR/1BA,1454.0,2024-03-18,-750,Expired,Active
Duvall Westside,Laurel,Alex Hernandez,039,1BR/1BA,1505.0,2024-03-19,-749,Expired,Active
Riverfront Flats,Frederick,Kevin Chapman,001,Studio,1381.0,2024-03-19,-749,Expired,Active
Mills Crossing,Owings Mills,Destiny Obrien,010,Studio,1484.0,2024-03-20,-748,Expired,Active
Avenue Grand,Baltimore,Tara Jones,008,Studio,1353.0,2024-03-20,-748,Expired,Active
Cedar Ridge Commons,Ellicott City,Lance Lambert,035,1BR/1BA,1738.0,2024-03-21,-747,Expired,Active
Fieldside Grande Ph1,Pikesville,Alex Suarez,265,3BR/2BA,2400.0,2024-03-22,-746,Expired,Active
Duvall Westside,Laurel,Michael Dixon,030,1BR/1BA,1701.0,2024-03-25,-743,Expired,Active
Townes at Heritage Hills,Glen Burnie,Willie Allen,149,3BR/2BA,2120.0,2024-03-26,-742,Expired,Active
Riverfront Flats,Frederick,Richard Davis,155,2BR/1BA,2047.0,2024-03-26,-742,Expired,Active
Duvall Westside,Laurel,Olivia Cole,089,1BR/1BA,1489.0,2024-03-27,-741,Expired,Active
Mills Crossing,Owings Mills,William Jones,291,3BR/2BA,2494.0,2024-03-28,-740,Expired,Active
Townes at Heritage Hills,Glen Burnie,Paula Thomas,011,1BR/1BA,1607.0,2024-03-28,-740,Expired,Active
Cedar Ridge Commons,Ellicott City,Rose Francis,185,2BR/1BA,1757.0,2024-03-30,-738,Expired,Active
Fieldside Grande Ph1,Pikesville,Gary Russell,219,2BR/2BA,1940.0,2024-04-01,-736,Expired,Active
Cedar Ridge Commons,Ellicott City,Raymond Miller,180,2BR/1BA,1912.0,2024-04-01,-736,Expired,Active
Townes at Heritage Hills,Glen Burnie,Brian Collins,178,3BR/2BA,2223.0,2024-04-02,-735,Expired,Active
Townes at Heritage Hills,Glen Burnie,Michael Gutierrez,050,2BR/2BA,1903.0,2024-04-03,-734,Expired,Active
Duvall Westside,Laurel,Steven Cooper,091,1BR/1BA,1646.0,2024-04-04,-733,Expired,Active
Fieldside Grande Ph1,Pikesville,Joel Tyler,019,Studio,1308.0,2024-04-04,-733,Expired,Active
Avenue Grand,Baltimore,Melissa Hall,018,Studio,1561.0,2024-04-04,-733,Expired,Active
Cedar Ridge Commons,Ellicott City,Paul Jennings,140,2BR/1BA,1940.0,2024-04-04,-733,Expired,Active
Cedar Ridge Commons,Ellicott City,Mason Olson,145,2BR/1BA,1733.0,2024-04-04,-733,Expired,Active
Riverfront Flats,Frederick,Sandra Washington,046,1BR/1BA,1604.0,2024-04-04,-733,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Alejandro Clayton,056,2BR/1BA,1765.0,2024-04-06,-731,Expired,Active
Duvall Westside,Laurel,Candace Jones,217,2BR/2BA,2325.0,2024-04-07,-730,Expired,Active
Duvall Westside,Laurel,Kenneth Hanna,233,2BR/2BA,2464.0,2024-04-08,-729,Expired,Active
Cedar Ridge Commons,Ellicott City,James Levy,206,2BR/2BA,2069.0,2024-04-08,-729,Expired,Active
Mills Crossing,Owings Mills,Marcus Lopez,030,1BR/1BA,1754.0,2024-04-12,-725,Expired,Active
Avenue Grand,Baltimore,Kimberly Johnson,221,3BR/2BA,2667.0,2024-04-12,-725,Expired,Active
Mills Crossing,Owings Mills,Brandon Moore,034,1BR/1BA,1516.0,2024-04-14,-723,Expired,Active
Townes at Heritage Hills,Glen Burnie,Joel Mcclure,063,2BR/2BA,2220.0,2024-04-14,-723,Expired,Active
Riverfront Flats,Frederick,Jonathan Martinez,033,Studio,1513.0,2024-04-15,-722,Expired,Active
Riverfront Flats,Frederick,Luke Carpenter,159,2BR/2BA,2295.0,2024-04-17,-720,Expired,Active
Cedar Ridge Commons,Ellicott City,Dr. Mario Harris DDS,112,1BR/1BA,1717.0,2024-04-19,-718,Expired,Active
Riverfront Flats,Frederick,James Jones,057,1BR/1BA,1440.0,2024-04-19,-718,Expired,Active
Duvall Westside,Laurel,Dana Hopkins,167,2BR/2BA,2116.0,2024-04-20,-717,Expired,Active
Cedar Ridge Commons,Ellicott City,Nicholas Tapia,239,2BR/2BA,2248.0,2024-04-20,-717,Expired,Active
Mills Crossing,Owings Mills,Kimberly Romero,143,2BR/2BA,2169.0,2024-04-21,-716,Expired,Active
Townes at Heritage Hills,Glen Burnie,Dustin Ortiz,066,2BR/2BA,2155.0,2024-04-21,-716,Expired,Active
Townes at Heritage Hills,Glen Burnie,David Alexander,144,3BR/2BA,2394.0,2024-04-22,-715,Expired,Active
Cedar Ridge Commons,Ellicott City,Michael Jackson,025,Studio,1334.0,2024-04-22,-715,Expired,Active
Townes at Heritage Hills,Glen Burnie,Joseph Newman,190,3BR/2BA,2395.0,2024-04-23,-714,Expired,Active
Mills Crossing,Owings Mills,Joshua Reynolds,107,2BR/1BA,2032.0,2024-04-24,-713,Expired,Active
Cedar Ridge Commons,Ellicott City,Paul Willis,154,2BR/1BA,1813.0,2024-04-24,-713,Expired,Active
Riverfront Flats,Frederick,Patricia Martinez,201,2BR/2BA,2019.0,2024-04-25,-712,Expired,Active
Duvall Westside,Laurel,Brandon Hunt,250,2BR/2BA,2115.0,2024-04-28,-709,Expired,Active
Mills Crossing,Owings Mills,Connie Miller,028,1BR/1BA,1755.0,2024-04-29,-708,Expired,Active
Townes at Heritage Hills,Glen Burnie,Rachael Romero,078,2BR/2BA,2289.0,2024-04-29,-708,Expired,Active
Cedar Ridge Commons,Ellicott City,Larry Bates,038,1BR/1BA,1569.0,2024-04-29,-708,Expired,Active
Cedar Ridge Commons,Ellicott City,Joshua Nelson,041,1BR/1BA,1496.0,2024-04-29,-708,Expired,Active
Avenue Grand,Baltimore,Andrea Smith,038,1BR/1BA,1497.0,2024-04-30,-707,Expired,Active
Cedar Ridge Commons,Ellicott City,Natalie Krueger,143,2BR/1BA,1949.0,2024-04-30,-707,Expired,Active
Riverfront Flats,Frederick,Brandy Allen MD,196,2BR/2BA,1807.0,2024-04-30,-707,Expired,Active
Duvall Westside,Laurel,Anthony Evans,203,2BR/2BA,2062.0,2024-05-01,-706,Expired,Active
Fieldside Grande Ph1,Pikesville,Cody Johnson,005,Studio,1455.0,2024-05-01,-706,Expired,Active
Riverfront Flats,Frederick,Robert Phillips,028,Studio,1539.0,2024-05-01,-706,Expired,Active
Avenue Grand,Baltimore,Jane Neal,094,1BR/1BA,1653.0,2024-05-02,-705,Expired,Active
Mills Crossing,Owings Mills,Danielle Gonzalez,253,3BR/2BA,2589.0,2024-05-05,-702,Expired,Active
Fieldside Grande Ph1,Pikesville,Ryan Montes,229,2BR/2BA,1846.0,2024-05-06,-701,Expired,Active
Fieldside Grande Ph1,Pikesville,Bridget Wallace,116,2BR/1BA,1798.0,2024-05-09,-698,Expired,Active
Cedar Ridge Commons,Ellicott City,Grant Henderson,047,1BR/1BA,1605.0,2024-05-10,-697,Expired,Active
Cedar Ridge Commons,Ellicott City,Dawn Hart,300,3BR/2BA,2272.0,2024-05-11,-696,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Leah Fox,103,2BR/2BA,1951.0,2024-05-13,-694,Expired,Active
Cedar Ridge Commons,Ellicott City,Taylor Abbott,244,2BR/2BA,2157.0,2024-05-15,-692,Expired,Active
Duvall Westside,Laurel,Brenda Thornton,100,1BR/1BA,1565.0,2024-05-16,-691,Expired,Active
Cedar Ridge Commons,Ellicott City,Heidi Mullins,186,2BR/1BA,1999.0,2024-05-16,-691,Expired,Active
Mills Crossing,Owings Mills,Arthur Johns,023,1BR/1BA,1470.0,2024-05-17,-690,Expired,Active
Fieldside Grande Ph1,Pikesville,Katherine Young,022,Studio,1505.0,2024-05-17,-690,Expired,Active
Cedar Ridge Commons,Ellicott City,James Singh,231,2BR/2BA,1987.0,2024-05-20,-687,Expired,Active
Riverfront Flats,Frederick,Christopher Thomas,152,2BR/1BA,1985.0,2024-05-20,-687,Expired,Active
Mills Crossing,Owings Mills,Rachael Alvarez,223,2BR/2BA,2293.0,2024-05-21,-686,Expired,Active
Duvall Westside,Laurel,Chelsea Barnett,102,1BR/1BA,1699.0,2024-05-22,-685,Expired,Active
Avenue Grand,Baltimore,Scott Wood,102,1BR/1BA,1816.0,2024-05-23,-684,Expired,Active
Riverfront Flats,Frederick,Karen Weber,096,1BR/1BA,1696.0,2024-05-23,-684,Expired,Active
Mills Crossing,Owings Mills,Mary Carrillo,106,2BR/1BA,1814.0,2024-05-24,-683,Expired,Active
Townes at Heritage Hills,Glen Burnie,Greg Hull,141,3BR/2BA,2405.0,2024-05-24,-683,Expired,Active
Fieldside Grande Ph1,Pikesville,James Grant,046,1BR/1BA,1518.0,2024-05-24,-683,Expired,Active
Fieldside Grande Ph1,Pikesville,Gregory Walker,063,1BR/1BA,1644.0,2024-05-24,-683,Expired,Active
Townes at Heritage Hills,Glen Burnie,Stephen Lyons,109,3BR/2BA,2989.0,2024-05-25,-682,Expired,Active
Avenue Grand,Baltimore,Paula Johnson,062,1BR/1BA,1653.0,2024-05-25,-682,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Darrell Carter,169,3BR/2BA,2773.0,2024-05-25,-682,Expired,Active
Townes at Heritage Hills,Glen Burnie,Veronica Lewis,069,2BR/2BA,2310.0,2024-05-27,-680,Expired,Active
Mills Crossing,Owings Mills,Bob Solis,200,2BR/2BA,2170.0,2024-05-29,-678,Expired,Active
Cedar Ridge Commons,Ellicott City,Jason Stevenson,116,1BR/1BA,1568.0,2024-05-29,-678,Expired,Active
Riverfront Flats,Frederick,Holly Suarez,208,2BR/2BA,1904.0,2024-05-29,-678,Expired,Active
Duvall Westside,Laurel,Harold Morgan,103,1BR/1BA,1551.0,2024-06-01,-675,Expired,Active
Avenue Grand,Baltimore,Wanda Rogers,150,2BR/2BA,2358.0,2024-06-01,-675,Expired,Active
Avenue Grand,Baltimore,James Ellis,154,2BR/2BA,2104.0,2024-06-01,-675,Expired,Active
Cedar Ridge Commons,Ellicott City,Amber Lopez,246,2BR/2BA,2043.0,2024-06-01,-675,Expired,Active
Fieldside Grande Ph1,Pikesville,Jennifer Rivera,208,2BR/2BA,2366.0,2024-06-02,-674,Expired,Active
Mills Crossing,Owings Mills,Charles Delgado,074,1BR/1BA,1546.0,2024-06-03,-673,Expired,Active
Mills Crossing,Owings Mills,Mr. Joseph Kelley,140,2BR/2BA,2080.0,2024-06-03,-673,Expired,Active
Duvall Westside,Laurel,Erin Anderson,093,1BR/1BA,1825.0,2024-06-04,-672,Expired,Active
Townes at Heritage Hills,Glen Burnie,Timothy Miller,107,3BR/2BA,2691.0,2024-06-06,-670,Expired,Active
Mills Crossing,Owings Mills,Abigail Booker,197,2BR/2BA,2147.0,2024-06-07,-669,Expired,Active
Fieldside Grande Ph1,Pikesville,Christopher Jones,191,2BR/2BA,2285.0,2024-06-07,-669,Expired,Active
Cedar Ridge Commons,Ellicott City,Samuel Willis,144,2BR/1BA,1624.0,2024-06-10,-666,Expired,Active
Mills Crossing,Owings Mills,Eric Garrett,244,3BR/2BA,2697.0,2024-06-11,-665,Expired,Active
Cedar Ridge Commons,Ellicott City,Joshua Wagner,287,3BR/2BA,2828.0,2024-06-11,-665,Expired,Active
Duvall Westside,Laurel,John Jones,164,2BR/2BA,1960.0,2024-06-12,-664,Expired,Active
Townes at Heritage Hills,Glen Burnie,Mary Jackson,126,3BR/2BA,2621.0,2024-06-12,-664,Expired,Active
Avenue Grand,Baltimore,Brittany Marquez,109,1BR/1BA,1714.0,2024-06-12,-664,Expired,Active
Cedar Ridge Commons,Ellicott City,Michelle Ramirez,292,3BR/2BA,2340.0,2024-06-13,-663,Expired,Active
Duvall Westside,Laurel,Heather Williams,106,1BR/1BA,1857.0,2024-06-14,-662,Expired,Active
Cedar Ridge Commons,Ellicott City,Karen Decker,022,Studio,1571.0,2024-06-14,-662,Expired,Active
Fieldside Grande Ph1,Pikesville,Ms. Amy Brown,047,1BR/1BA,1534.0,2024-06-15,-661,Expired,Active
Riverfront Flats,Frederick,Michael White,106,1BR/1BA,1557.0,2024-06-15,-661,Expired,Active
Cedar Ridge Commons,Ellicott City,Arthur White,058,1BR/1BA,1672.0,2024-06-16,-660,Expired,Active
Mills Crossing,Owings Mills,Julie Taylor,131,2BR/2BA,2195.0,2024-06-17,-659,Expired,Active
Fieldside Grande Ph1,Pikesville,Ann Moon,190,2BR/2BA,2098.0,2024-06-18,-658,Expired,Active
Riverfront Flats,Frederick,Christopher Bennett,006,Studio,1524.0,2024-06-19,-657,Expired,Active
Duvall Westside,Laurel,Julie Ortiz,054,1BR/1BA,1570.0,2024-06-20,-656,Expired,Active
Cedar Ridge Commons,Ellicott City,Alice Moran,033,1BR/1BA,1720.0,2024-06-20,-656,Expired,Active
Riverfront Flats,Frederick,Sarah Griffin,011,Studio,1276.0,2024-06-21,-655,Expired,Active
Riverfront Flats,Frederick,Kayla Mccann,072,1BR/1BA,1777.0,2024-06-23,-653,Expired,Active
Duvall Westside,Laurel,Jerry Wheeler,050,1BR/1BA,1448.0,2024-06-24,-652,Expired,Active
Duvall Westside,Laurel,Becky Johnson,231,2BR/2BA,2096.0,2024-06-24,-652,Expired,Active
Duvall Westside,Laurel,Jesse Jensen,263,3BR/2BA,2906.0,2024-06-24,-652,Expired,Active
Mills Crossing,Owings Mills,Kelly Burton,137,2BR/2BA,2290.0,2024-06-24,-652,Expired,Active
Townes at Heritage Hills,Glen Burnie,Mary Welch,087,2BR/2BA,1897.0,2024-06-24,-652,Expired,Active
Avenue Grand,Baltimore,Austin Rose,006,Studio,1339.0,2024-06-24,-652,Expired,Active
Avenue Grand,Baltimore,Courtney Tate,169,2BR/2BA,2441.0,2024-06-24,-652,Expired,Active
Cedar Ridge Commons,Ellicott City,Rebecca Rosales,293,3BR/2BA,2332.0,2024-06-24,-652,Expired,Active
Duvall Westside,Laurel,Cynthia Haas,214,2BR/2BA,2090.0,2024-06-25,-651,Expired,Active
Mills Crossing,Owings Mills,Tracy Hart,011,Studio,1507.0,2024-06-26,-650,Expired,Active
Fieldside Grande Ph1,Pikesville,Melissa Pierce,143,2BR/2BA,2056.0,2024-06-26,-650,Expired,Active
Riverfront Flats,Frederick,Marcia Sanders,083,1BR/1BA,1681.0,2024-06-28,-648,Expired,Active
Mills Crossing,Owings Mills,Carolyn Collins,085,2BR/1BA,1873.0,2024-06-30,-646,Expired,Active
Fieldside Grande Ph1,Pikesville,Jeffrey Short,075,1BR/1BA,1543.0,2024-06-30,-646,Expired,Active
Fieldside Grande Ph1,Pikesville,Kenneth Austin Jr.,100,1BR/1BA,1795.0,2024-06-30,-646,Expired,Active
Avenue Grand,Baltimore,Sandy Todd,032,Studio,1301.0,2024-07-01,-645,Expired,Active
Fieldside Grande Ph1,Pikesville,Shawn Harding,001,Studio,1427.0,2024-07-02,-644,Expired,Active
Cedar Ridge Commons,Ellicott City,Lori Howard,294,3BR/2BA,2682.0,2024-07-04,-642,Expired,Active
Riverfront Flats,Frederick,Katherine Tran,151,2BR/1BA,1804.0,2024-07-04,-642,Expired,Active
Riverfront Flats,Frederick,Tamara Clark,218,2BR/2BA,2196.0,2024-07-04,-642,Expired,Active
Duvall Westside,Laurel,Jacqueline Hernandez,078,1BR/1BA,1588.0,2024-07-05,-641,Expired,Active
Riverfront Flats,Frederick,Sarah Thomas,007,Studio,1398.0,2024-07-06,-640,Expired,Active
Townes at Heritage Hills,Glen Burnie,Gary Salazar,101,3BR/2BA,2550.0,2024-07-07,-639,Expired,Active
Fieldside Grande Ph1,Pikesville,David Wells,159,2BR/2BA,2124.0,2024-07-07,-639,Expired,Active
Fieldside Grande Ph1,Pikesville,Phillip Lewis,253,2BR/2BA,2368.0,2024-07-07,-639,Expired,Active
Mills Crossing,Owings Mills,Lisa Cohen,005,Studio,1574.0,2024-07-08,-638,Expired,Active
Townes at Heritage Hills,Glen Burnie,James Freeman,104,3BR/2BA,2414.0,2024-07-08,-638,Expired,Active
Duvall Westside,Laurel,Matthew Foster,172,2BR/2BA,2395.0,2024-07-09,-637,Expired,Active
Duvall Westside,Laurel,Melanie Larson,136,2BR/1BA,1780.0,2024-07-10,-636,Expired,Active
Duvall Westside,Laurel,Ronald Foster,064,1BR/1BA,1721.0,2024-07-12,-634,Expired,Active
Cedar Ridge Commons,Ellicott City,Carl Anderson,080,1BR/1BA,1571.0,2024-07-12,-634,Expired,Active
Riverfront Flats,Frederick,Sandra Baker,059,1BR/1BA,1611.0,2024-07-13,-633,Expired,Active
Mills Crossing,Owings Mills,Stephanie Bishop,214,2BR/2BA,1964.0,2024-07-14,-632,Expired,Active
Duvall Westside,Laurel,Donald Farmer,080,1BR/1BA,1787.0,2024-07-16,-630,Expired,Active
Mills Crossing,Owings Mills,Lisa Rodriguez,076,1BR/1BA,1649.0,2024-07-16,-630,Expired,Active
Cedar Ridge Commons,Ellicott City,Robert Hall,134,2BR/1BA,1977.0,2024-07-16,-630,Expired,Active
Cedar Ridge Commons,Ellicott City,Bryan Brown,200,2BR/2BA,2254.0,2024-07-19,-627,Expired,Active
Cedar Ridge Commons,Ellicott City,Jeremy Benjamin,217,2BR/2BA,2181.0,2024-07-21,-625,Expired,Active
Mills Crossing,Owings Mills,Laura Johnson,096,2BR/1BA,1873.0,2024-07-22,-624,Expired,Active
Fieldside Grande Ph1,Pikesville,Kayla Banks,028,Studio,1390.0,2024-07-22,-624,Expired,Active
Mills Crossing,Owings Mills,Jeremy Wilson,302,3BR/2BA,2846.0,2024-07-23,-623,Expired,Active
Riverfront Flats,Frederick,April Salazar,099,1BR/1BA,1722.0,2024-07-23,-623,Expired,Active
Townes at Heritage Hills,Glen Burnie,Charles Castaneda,053,2BR/2BA,1915.0,2024-07-24,-622,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Richard Miller,031,1BR/1BA,1517.0,2024-07-25,-621,Expired,Active
Duvall Westside,Laurel,Melanie Morales,225,2BR/2BA,2300.0,2024-07-26,-620,Expired,Active
Duvall Westside,Laurel,Gregory Allen,268,3BR/2BA,2936.0,2024-07-26,-620,Expired,Active
Duvall Westside,Laurel,William Wilson,027,Studio,1320.0,2024-07-27,-619,Expired,Active
Mills Crossing,Owings Mills,Tara Sanders,295,3BR/2BA,2379.0,2024-07-28,-618,Expired,Active
Avenue Grand,Baltimore,Isaac Evans,219,3BR/2BA,2314.0,2024-07-28,-618,Expired,Active
Avenue Grand,Baltimore,Erica Thomas,011,Studio,1585.0,2024-07-29,-617,Expired,Active
Fieldside Grande Ph1,Pikesville,Eric Petersen,176,2BR/2BA,1923.0,2024-07-31,-615,Expired,Active
Avenue Grand,Baltimore,Andrew Johnson,119,2BR/1BA,1813.0,2024-08-01,-614,Expired,Active
Cedar Ridge Commons,Ellicott City,Melissa Brown,189,2BR/2BA,2013.0,2024-08-01,-614,Expired,Active
Mills Crossing,Owings Mills,Brian Walter,251,3BR/2BA,2581.0,2024-08-02,-613,Expired,Active
Duvall Westside,Laurel,Amber Campbell,118,2BR/1BA,1891.0,2024-08-05,-610,Expired,Active
Townes at Heritage Hills,Glen Burnie,Jason Johnson,121,3BR/2BA,2821.0,2024-08-05,-610,Expired,Active
Riverfront Flats,Frederick,Ashley Bailey,213,2BR/2BA,2308.0,2024-08-05,-610,Expired,Active
Avenue Grand,Baltimore,Justin Daniel,144,2BR/2BA,2296.0,2024-08-06,-609,Expired,Active
Duvall Westside,Laurel,Shawn Odom,146,2BR/2BA,1945.0,2024-08-07,-608,Expired,Active
Townes at Heritage Hills,Glen Burnie,Noah Chavez,112,3BR/2BA,2687.0,2024-08-07,-608,Expired,Active
Mills Crossing,Owings Mills,Ashlee Perry,209,2BR/2BA,2250.0,2024-08-08,-607,Expired,Active
Fieldside Grande Ph1,Pikesville,Tracey Lopez,152,2BR/2BA,2282.0,2024-08-08,-607,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Elizabeth Jenkins,173,3BR/2BA,2550.0,2024-08-11,-604,Expired,Active
Cedar Ridge Commons,Ellicott City,Erin Montes,212,2BR/2BA,1987.0,2024-08-12,-603,Expired,Active
Mills Crossing,Owings Mills,Jessica Mays,002,Studio,1492.0,2024-08-13,-602,Expired,Active
Fieldside Grande Ph1,Pikesville,Carl Hunter,012,Studio,1531.0,2024-08-13,-602,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Lori Weaver,176,3BR/2BA,2554.0,2024-08-15,-600,Expired,Active
Duvall Westside,Laurel,Joel Frazier,169,2BR/2BA,2272.0,2024-08-17,-598,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Cesar Watts,001,Studio,1484.0,2024-08-18,-597,Expired,Active
Mills Crossing,Owings Mills,Kyle Bird,283,3BR/2BA,2252.0,2024-08-19,-596,Expired,Active
Townes at Heritage Hills,Glen Burnie,Kelly Roberts,115,3BR/2BA,2622.0,2024-08-19,-596,Expired,Active
Avenue Grand,Baltimore,Anthony Washington,096,1BR/1BA,1505.0,2024-08-20,-595,Expired,Active
Avenue Grand,Baltimore,Frederick Molina,197,2BR/2BA,1970.0,2024-08-20,-595,Expired,Active
Riverfront Flats,Frederick,Carol Baker,073,1BR/1BA,1428.0,2024-08-20,-595,Expired,Active
Duvall Westside,Laurel,Adam Russell,056,1BR/1BA,1546.0,2024-08-21,-594,Expired,Active
Duvall Westside,Laurel,Tonya Wilson,149,2BR/2BA,2253.0,2024-08-23,-592,Expired,Active
Avenue Grand,Baltimore,Antonio Atkins,141,2BR/2BA,2162.0,2024-08-23,-592,Expired,Active
Townes at Heritage Hills,Glen Burnie,Timothy Cowan,193,3BR/2BA,2659.0,2024-08-24,-591,Expired,Active
Fieldside Grande Ph1,Pikesville,Donald Skinner,232,2BR/2BA,2377.0,2024-08-24,-591,Expired,Active
Cedar Ridge Commons,Ellicott City,Lindsay Perry,197,2BR/2BA,2020.0,2024-08-24,-591,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Carol Murray,156,3BR/2BA,2765.0,2024-08-24,-591,Expired,Active
Riverfront Flats,Frederick,Keith Taylor,034,Studio,1317.0,2024-08-25,-590,Expired,Active
Mills Crossing,Owings Mills,Lindsey Clarke,127,2BR/2BA,2154.0,2024-08-27,-588,Expired,Active
Avenue Grand,Baltimore,Olivia Gordon,168,2BR/2BA,2043.0,2024-08-27,-588,Expired,Active
Cedar Ridge Commons,Ellicott City,Janet White,279,2BR/2BA,2034.0,2024-08-27,-588,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Victoria Kelly,155,3BR/2BA,2484.0,2024-08-27,-588,Expired,Active
Duvall Westside,Laurel,Rodney Watson,204,2BR/2BA,2082.0,2024-08-28,-587,Expired,Active
Riverfront Flats,Frederick,Charles Collier,250,3BR/2BA,2677.0,2024-08-28,-587,Expired,Active
Mills Crossing,Owings Mills,Dana Johnson,292,3BR/2BA,2750.0,2024-08-30,-585,Expired,Active
Cedar Ridge Commons,Ellicott City,Samantha Underwood,280,3BR/2BA,2569.0,2024-09-01,-583,Expired,Active
Duvall Westside,Laurel,Courtney Hayes,098,1BR/1BA,1727.0,2024-09-02,-582,Expired,Active
Duvall Westside,Laurel,Carrie Ochoa,260,3BR/2BA,2850.0,2024-09-02,-582,Expired,Active
Avenue Grand,Baltimore,Valerie Harrison,194,2BR/2BA,2065.0,2024-09-02,-582,Expired,Active
Overlook at Bulle Rock,Havre de Grace,Angela Brown,059,2BR/1BA,1809.0,2024-09-02,-582,Expired,Active
Cedar Ridge Commons,Ellicott City,Joseph Armstrong,214,2BR/2BA,2272.0,2024-09-03,-581,Expired,Active
Riverfront Flats,Frederick,Michelle Martinez,086,1BR/1BA,1612.0,2024-09-04,-580,Expired,Active
Duvall Westside,Laurel,David Brewer,107,1BR/1BA,1629.0,2024-09-05,-579,Expired,Active
Mills Crossing,Owings Mills,Richard Miller,289,3BR/2BA,2412.0,2024-09-06,-578,Expired,Active
Fieldside Grande Ph1,Pikesville,Diana Miller,225,2BR/2BA,2273.0,2024-09-08,-576,Expired,Active
Avenue Grand,Baltimore,Cynthia Palmer,010,Studio,1536.0,2024-09-08,-576,Expired,Active
Duvall Westside,Laurel,Michael Flores,170,2BR/2BA,2362.0,2024-09-09,-575,Expired,Active
Avenue Grand,Baltimore,Erin Taylor,059,1BR/1BA,1500.0,2024-09-09,-575,Expired,Active
Mills Crossing,Owings Mills,Jasmine Berger,270,3BR/2BA,2541.0,2024-09-10,-574,Expired,Active
Mills Crossing,Owings Mills,Megan Blackwell,180,2BR/2BA,2043.0,2024-09-11,-573,Expired,Active
Fieldside Grande Ph1,Pikesville,Heidi Hall,072,1BR/1BA,1836.0,2024-09-11,-573,Expired,Active
Duvall Westside,Laurel,Julie Moore,134,2BR/1BA,2138.0,2024-09-12,-572,Expired,Active
Townes at Heritage Hills,Glen Burnie,Mary Bray,103,3BR/2BA,2910.0,2024-09-12,-572,Expired,Active
Mills Crossing,Owings Mills,Alexander Miller,063,1BR/1BA,1512.0,2024-09-14,-570,Expired,Active
