tenant_id,unit_id,full_name,email,phone,lease_start,lease_end,monthly_rent,deposit,status,lease_duration_days,days_to_expiry,lease_expired,expiry_bucket,lease_term_type,market_rent,unit_type,sqft,loss_to_lease,loss_to_lease_pct,concession_flag,total_charges,paid_on_time,partial_count,delinquent_count,total_due,total_paid,collection_rate,payment_reliability,delinquency_risk_score,risk_tier
T01317,U01687,Sheila Harris,rodneyhayes@example.net,(608)628-9671x3605,2021-10-15,2022-10-15,2111.0,2111.0,Active,365,-1269,1,Expired,Standard (6-12mo),2287.0,2BR/2BA,1070,176.0,7.7,1,,,,,,,,,,
T01318,U01688,Sherri Greene,hartmitchell@example.com,790-213-2495x193,2023-04-16,2025-04-15,2345.0,2345.0,Active,730,-356,1,Expired,Long-Term (>12mo),2480.0,2BR/2BA,1040,135.0,5.44,1,15.0,14.0,0.0,1.0,35175.0,32830.0,93.33,93.33,34.0,High Risk
T01319,U01689,Tracy Baxter,rodriguezmartin@example.com,275-680-8038,2021-05-28,2022-05-28,1821.0,1821.0,Active,365,-1409,1,Expired,Standard (6-12mo),2018.0,2BR/2BA,992,197.0,9.76,1,,,,,,,,,,
T01320,U01690,Barry Campbell,john56@example.com,751.735.3814x83747,2023-12-18,2025-06-18,2160.0,2160.0,Active,548,-292,1,Expired,Long-Term (>12mo),2393.0,2BR/2BA,1136,233.0,9.74,1,15.0,13.0,2.0,0.0,32400.0,30930.0,95.46,86.67,28.0,Medium Risk
T01321,U01693,Christina Weber,garciarichard@example.com,(947)317-7840x1902,2022-03-01,2024-02-29,2099.0,2099.0,Active,730,-767,1,Expired,Long-Term (>12mo),2143.0,2BR/2BA,956,44.0,2.05,0,3.0,2.0,0.0,1.0,6297.0,4198.0,66.67,66.67,50.0,High Risk
T01322,U01694,Larry Benson,timothygarcia@example.org,958-866-8611,2023-10-23,2024-10-22,1881.0,1881.0,Active,365,-531,1,Expired,Standard (6-12mo),2038.0,2BR/2BA,1079,157.0,7.7,1,11.0,10.0,1.0,0.0,20691.0,20596.0,99.54,90.91,15.5,Medium Risk
T01323,U01695,Kerry Marquez,elizabethmoore@example.org,705.805.8353x4581,2024-02-19,2025-02-18,2253.0,2253.0,Active,365,-412,1,Expired,Standard (6-12mo),2308.0,2BR/2BA,983,55.0,2.38,0,13.0,12.0,1.0,0.0,29289.0,29245.0,99.85,92.31,14.6,Medium Risk
T01324,U01696,Michael Gardner,michaelallen@example.org,001-398-924-2662,2023-06-18,2024-12-17,2264.0,2264.0,Active,548,-475,1,Expired,Long-Term (>12mo),2371.0,2BR/2BA,953,107.0,4.51,0,13.0,12.0,0.0,1.0,29432.0,27168.0,92.31,92.31,34.6,High Risk
T01325,U01697,Melody Rogers,jonesmark@example.com,(968)479-3030x28532,2021-05-26,2023-05-26,2107.0,2107.0,Notice to Vacate,730,-1046,1,Expired,Long-Term (>12mo),2369.0,2BR/2BA,1101,262.0,11.06,1,,,,,,,,,,
T01326,U01698,James Watkins,jonathanjones@example.com,001-902-552-8546x1308,2023-11-26,2024-11-25,2145.0,2145.0,Active,365,-497,1,Expired,Standard (6-12mo),2404.0,2BR/2BA,1044,259.0,10.77,1,12.0,12.0,0.0,0.0,25740.0,25740.0,100.0,100.0,0.0,Low Risk
T01327,U01699,Adrienne Moon,umartinez@example.org,+1-473-782-7777x1184,2023-10-19,2024-10-18,1852.0,1852.0,Active,365,-535,1,Expired,Standard (6-12mo),2090.0,2BR/2BA,1074,238.0,11.39,1,11.0,10.0,1.0,0.0,20372.0,19951.0,97.93,90.91,15.5,Medium Risk
T01328,U01701,Nicholas Delgado,xgonzalez@example.net,4075121024,2024-01-13,2025-01-12,2135.0,2135.0,Active,365,-449,1,Expired,Standard (6-12mo),2419.0,2BR/2BA,989,284.0,11.74,1,13.0,13.0,0.0,0.0,27755.0,27755.0,100.0,100.0,0.0,Low Risk
T01329,U01702,Dylan Robinson,baileydonna@example.net,+1-877-719-6199x71659,2022-08-17,2023-08-17,2160.0,2160.0,Active,365,-963,1,Expired,Standard (6-12mo),2330.0,2BR/2BA,1010,170.0,7.3,1,,,,,,,,,,
T01330,U01703,Jennifer Gibson,billy96@example.net,434.640.0952,2023-01-03,2024-01-03,2254.0,2254.0,Active,365,-824,1,Expired,Standard (6-12mo),2289.0,2BR/2BA,1003,35.0,1.53,0,2.0,2.0,0.0,0.0,4508.0,4508.0,100.0,100.0,0.0,Low Risk
T01331,U01704,Victoria James,james79@example.org,001-722-619-1439x070,2021-11-20,2022-11-20,1895.0,1895.0,Active,365,-1233,1,Expired,Standard (6-12mo),2132.0,2BR/2BA,1114,237.0,11.12,1,,,,,,,,,,
T01332,U01705,David Williams,cookkristina@example.net,815-201-0162,2024-03-24,2025-03-24,2193.0,2193.0,Active,365,-378,1,Expired,Standard (6-12mo),2232.0,2BR/2BA,992,39.0,1.75,0,12.0,12.0,0.0,0.0,26316.0,26316.0,100.0,100.0,0.0,Low Risk
T01333,U01706,Andrew Morales,elizabethkirk@example.com,+1-378-433-5488x357,2023-10-22,2024-10-21,2202.0,2202.0,Active,365,-532,1,Expired,Standard (6-12mo),2373.0,2BR/2BA,1071,171.0,7.21,1,11.0,10.0,1.0,0.0,24222.0,23732.0,97.98,90.91,15.5,Medium Risk
T01334,U01707,Kelly Kennedy,meyerspatrick@example.net,466.443.2031x72665,2021-04-27,2023-04-27,2257.0,2257.0,Notice to Vacate,730,-1075,1,Expired,Long-Term (>12mo),2342.0,2BR/2BA,1047,85.0,3.63,0,,,,,,,,,,
T01335,U01708,Joshua Baker,vanessajimenez@example.org,700-302-0860x1460,2021-08-16,2023-08-16,1941.0,1941.0,Active,730,-964,1,Expired,Long-Term (>12mo),2073.0,2BR/2BA,1017,132.0,6.37,1,,,,,,,,,,
T01336,U01709,Kristin Morgan,madisonsimpson@example.org,(230)233-5636x9301,2022-06-23,2023-06-23,2178.0,2178.0,Active,365,-1018,1,Expired,Standard (6-12mo),2464.0,2BR/2BA,1023,286.0,11.61,1,,,,,,,,,,
T01337,U01710,Leah Fox,cameronramos@example.org,001-404-280-2835x4158,2023-05-14,2024-05-13,1951.0,1951.0,Active,365,-693,1,Expired,Standard (6-12mo),2158.0,2BR/2BA,1123,207.0,9.59,1,6.0,6.0,0.0,0.0,11706.0,11706.0,100.0,100.0,0.0,Low Risk
T01338,U01711,Crystal Mclean,cynthiabutler@example.org,466.828.0812,2021-05-02,2022-05-02,2224.0,2224.0,Active,365,-1435,1,Expired,Standard (6-12mo),2459.0,2BR/2BA,974,235.0,9.56,1,,,,,,,,,,
T01339,U01712,Hannah Riggs,kimberly47@example.org,(931)510-5833x096,2022-11-07,2023-11-07,2094.0,2094.0,Active,365,-881,1,Expired,Standard (6-12mo),2305.0,2BR/2BA,1060,211.0,9.15,1,,,,,,,,,,
T01340,U01713,Lisa Roberts,codyrichards@example.org,001-842-969-3765x0167,2021-05-30,2023-05-30,2110.0,2110.0,Active,730,-1042,1,Expired,Long-Term (>12mo),2135.0,2BR/2BA,1035,25.0,1.17,0,,,,,,,,,,
T01341,U01714,Annette Simpson,ikane@example.net,883.463.6885x01627,2021-03-14,2022-03-14,2287.0,2287.0,Active,365,-1484,1,Expired,Standard (6-12mo),2292.0,2BR/2BA,1117,5.0,0.22,0,,,,,,,,,,
T01342,U01716,Cathy Reynolds,srobertson@example.net,4932761652,2023-05-03,2025-05-02,2266.0,2266.0,Active,730,-339,1,Expired,Long-Term (>12mo),2339.0,2BR/2BA,1036,73.0,3.12,0,15.0,15.0,0.0,0.0,33990.0,33990.0,100.0,100.0,0.0,Low Risk
T01343,U01717,Kevin Allen,ariana12@example.com,597-777-2659x76408,2021-06-15,2023-06-15,1880.0,1880.0,Active,730,-1026,1,Expired,Long-Term (>12mo),2005.0,2BR/2BA,1090,125.0,6.23,1,,,,,,,,,,
T01344,U01718,Kim Stewart,sellersshelly@example.com,371-465-7893,2021-09-23,2022-09-23,2133.0,2133.0,Active,365,-1291,1,Expired,Standard (6-12mo),2206.0,2BR/2BA,953,73.0,3.31,0,,,,,,,,,,
T01345,U01719,Tiffany Gomez,fbell@example.net,+1-771-214-8600,2021-08-02,2022-08-02,2089.0,2089.0,Active,365,-1343,1,Expired,Standard (6-12mo),2223.0,2BR/2BA,1125,134.0,6.03,1,,,,,,,,,,
T01346,U01721,Larry Green,alexandrawest@example.com,(770)230-2930x112,2022-04-07,2023-04-07,1890.0,1890.0,Active,365,-1095,1,Expired,Standard (6-12mo),2028.0,2BR/2BA,973,138.0,6.8,1,,,,,,,,,,
T01347,U01722,Jonathon Houston,snydergeorge@example.org,(295)822-2336x9318,2022-09-14,2023-09-14,2047.0,2047.0,Active,365,-935,1,Expired,Standard (6-12mo),2319.0,2BR/2BA,1103,272.0,11.73,1,,,,,,,,,,
T01348,U01723,Andrew Patton,bfowler@example.org,226-762-4975x374,2021-04-24,2022-04-24,2362.0,2362.0,Active,365,-1443,1,Expired,Standard (6-12mo),2428.0,2BR/2BA,972,66.0,2.72,0,,,,,,,,,,
T01349,U01725,Richard Davis DDS,kevin95@example.com,+1-774-306-8735x44534,2022-02-06,2024-02-06,2333.0,2333.0,Active,730,-790,1,Expired,Long-Term (>12mo),2448.0,2BR/2BA,997,115.0,4.7,0,3.0,3.0,0.0,0.0,6999.0,6999.0,100.0,100.0,0.0,Low Risk
T01350,U01726,Matthew Kemp,ggomez@example.org,+1-848-834-8358x62673,2023-02-16,2024-02-16,2032.0,2032.0,Active,365,-780,1,Expired,Standard (6-12mo),2147.0,2BR/2BA,1014,115.0,5.36,1,3.0,3.0,0.0,0.0,6096.0,6096.0,100.0,100.0,0.0,Low Risk
T01351,U01727,Kelly Allen,valencialisa@example.com,(587)608-9432x698,2021-04-17,2022-10-17,2164.0,2164.0,Active,548,-1267,1,Expired,Long-Term (>12mo),2227.0,2BR/2BA,1113,63.0,2.83,0,,,,,,,,,,
T01352,U01728,Seth Daniel,michelle05@example.org,001-245-905-0928x46720,2021-09-14,2023-03-16,2364.0,2364.0,Active,548,-1117,1,Expired,Long-Term (>12mo),2452.0,2BR/2BA,1127,88.0,3.59,0,,,,,,,,,,
T01353,U01729,Christopher Odom,ashleyterry@example.com,272.395.4503,2024-01-31,2025-01-30,2136.0,2136.0,Active,365,-431,1,Expired,Standard (6-12mo),2390.0,2BR/2BA,991,254.0,10.63,1,14.0,14.0,0.0,0.0,29904.0,29904.0,100.0,100.0,0.0,Low Risk
T01354,U01730,George Haney,gomezerica@example.net,001-304-450-2814x353,2021-08-30,2023-08-30,2189.0,2189.0,Active,730,-950,1,Expired,Long-Term (>12mo),2194.0,2BR/2BA,1047,5.0,0.23,0,,,,,,,,,,
T01355,U01731,Linda Ingram,madisonchristensen@example.net,001-753-411-1235x90426,2023-01-24,2024-01-24,1887.0,1887.0,Notice to Vacate,365,-803,1,Expired,Standard (6-12mo),2089.0,2BR/2BA,1017,202.0,9.67,1,2.0,2.0,0.0,0.0,3774.0,3774.0,100.0,100.0,0.0,Low Risk
T01356,U01732,Ruth Hernandez,ypittman@example.org,+1-751-308-5738x38554,2023-06-14,2024-06-13,2094.0,2094.0,Notice to Vacate,365,-662,1,Expired,Standard (6-12mo),2305.0,2BR/2BA,1001,211.0,9.15,1,7.0,7.0,0.0,0.0,14658.0,14658.0,100.0,100.0,0.0,Low Risk
T01357,U01733,Peter Davila,richardsmario@example.org,345.855.3706x2728,2021-07-08,2023-07-08,1826.0,1826.0,Active,730,-1003,1,Expired,Long-Term (>12mo),2072.0,2BR/2BA,977,246.0,11.87,1,,,,,,,,,,
T01358,U01734,David Wright,cuevasdonald@example.org,+1-357-956-2641x26084,2023-04-26,2025-04-25,2202.0,2202.0,Active,730,-346,1,Expired,Long-Term (>12mo),2322.0,2BR/2BA,1107,120.0,5.17,1,15.0,14.0,0.0,1.0,33030.0,30828.0,93.33,93.33,34.0,High Risk
T01359,U01736,Adrian Howell,colemanjim@example.net,(730)439-9516x70450,2021-01-31,2022-01-31,2077.0,2077.0,Active,365,-1526,1,Expired,Standard (6-12mo),2125.0,2BR/2BA,1136,48.0,2.26,0,,,,,,,,,,
T01360,U01737,Beth Byrd,ralexander@example.org,(734)338-8804,2021-06-06,2022-06-06,1857.0,1857.0,Active,365,-1400,1,Expired,Standard (6-12mo),2074.0,2BR/2BA,1077,217.0,10.46,1,,,,,,,,,,
T01361,U01738,Marie Brown,cathy36@example.com,(702)982-3134x275,2022-01-05,2023-01-05,2064.0,2064.0,Active,365,-1187,1,Expired,Standard (6-12mo),2332.0,2BR/2BA,959,268.0,11.49,1,,,,,,,,,,
T01362,U01740,Cody Lynch,higginskelly@example.org,001-344-231-8343x6953,2022-12-18,2024-12-17,2165.0,2165.0,Notice to Vacate,730,-475,1,Expired,Long-Term (>12mo),2258.0,2BR/2BA,950,93.0,4.12,0,13.0,13.0,0.0,0.0,28145.0,28145.0,100.0,100.0,0.0,Low Risk
T01363,U01741,Savannah Beck,rwebb@example.net,450-862-9179,2022-05-16,2023-05-16,1972.0,1972.0,Active,365,-1056,1,Expired,Standard (6-12mo),2202.0,2BR/2BA,1061,230.0,10.45,1,,,,,,,,,,
T01364,U01742,Toni Lamb,klewis@example.net,462-491-0873,2023-03-26,2024-09-24,2026.0,2026.0,Notice to Vacate,548,-559,1,Expired,Long-Term (>12mo),2113.0,2BR/2BA,1088,87.0,4.12,0,10.0,10.0,0.0,0.0,20260.0,20260.0,100.0,100.0,0.0,Low Risk
T01365,U01743,Joshua Sanders,buchananscott@example.net,967.610.5298x770,2021-06-07,2022-06-07,2545.0,2545.0,Active,365,-1399,1,Expired,Standard (6-12mo),2797.0,3BR/2BA,1212,252.0,9.01,1,,,,,,,,,,
T01366,U01744,Kurt Montgomery,brooksjames@example.com,250-502-0268x387,2024-01-19,2025-01-18,2518.0,2518.0,Active,365,-443,1,Expired,Standard (6-12mo),2680.0,3BR/2BA,1305,162.0,6.04,1,13.0,13.0,0.0,0.0,32734.0,32734.0,100.0,100.0,0.0,Low Risk
T01367,U01745,Emily Reed,jacksonleslie@example.com,760.630.4093x467,2023-01-02,2024-01-02,2589.0,2589.0,Active,365,-825,1,Expired,Standard (6-12mo),2774.0,3BR/2BA,1337,185.0,6.67,1,2.0,2.0,0.0,0.0,5178.0,5178.0,100.0,100.0,0.0,Low Risk
T01368,U01746,Kimberly Cummings,kristinaweaver@example.org,7133827210,2022-09-12,2023-09-12,2855.0,2855.0,Active,365,-937,1,Expired,Standard (6-12mo),2932.0,3BR/2BA,1385,77.0,2.63,0,,,,,,,,,,
T01369,U01747,Douglas Brown,erik01@example.org,+1-382-853-2083,2022-08-23,2023-08-23,2630.0,2630.0,Active,365,-957,1,Expired,Standard (6-12mo),2788.0,3BR/2BA,1240,158.0,5.67,1,,,,,,,,,,
T01370,U01748,Misty Walsh,robertsmith@example.net,001-617-936-9078,2022-07-02,2023-07-02,2782.0,2782.0,Active,365,-1009,1,Expired,Standard (6-12mo),2887.0,3BR/2BA,1303,105.0,3.64,0,,,,,,,,,,
T01371,U01749,Clinton Williams,david41@example.org,307.416.3485x0895,2023-10-29,2024-10-28,2180.0,2180.0,Notice to Vacate,365,-525,1,Expired,Standard (6-12mo),2459.0,3BR/2BA,1399,279.0,11.35,1,12.0,11.0,0.0,1.0,26160.0,23980.0,91.67,91.67,35.0,High Risk
T01372,U01750,Aaron Watson,khanbreanna@example.org,+1-744-754-5697x296,2023-04-22,2025-04-21,2344.0,2344.0,Active,730,-350,1,Expired,Long-Term (>12mo),2498.0,3BR/2BA,1247,154.0,6.16,1,15.0,15.0,0.0,0.0,35160.0,35160.0,100.0,100.0,0.0,Low Risk
T01373,U01752,Brian Lopez,pjimenez@example.com,418.886.2639x561,2021-06-10,2022-06-10,2721.0,2721.0,Active,365,-1396,1,Expired,Standard (6-12mo),2750.0,3BR/2BA,1307,29.0,1.05,0,,,,,,,,,,
T01374,U01753,Jane Frank,shelbywatson@example.com,471.438.8740,2023-12-03,2024-12-02,2417.0,2417.0,Active,365,-490,1,Expired,Standard (6-12mo),2637.0,3BR/2BA,1168,220.0,8.34,1,13.0,12.0,1.0,0.0,31421.0,30502.0,97.08,92.31,14.6,Medium Risk
T01375,U01755,Matthew Love,elizabeth14@example.com,(362)676-3304x1176,2024-02-07,2025-02-06,2736.0,2736.0,Active,365,-424,1,Expired,Standard (6-12mo),3058.0,3BR/2BA,1384,322.0,10.53,1,13.0,12.0,0.0,1.0,35568.0,32832.0,92.31,92.31,34.6,High Risk
T01376,U01756,Michael Brooks,william19@example.com,+1-763-864-7046,2021-10-18,2022-10-18,2556.0,2556.0,Active,365,-1266,1,Expired,Standard (6-12mo),2563.0,3BR/2BA,1446,7.0,0.27,0,,,,,,,,,,
T01377,U01757,Krystal Watkins,nmcintosh@example.com,+1-583-800-4837,2023-06-21,2024-12-20,2727.0,2727.0,Notice to Vacate,548,-472,1,Expired,Long-Term (>12mo),2742.0,3BR/2BA,1222,15.0,0.55,0,13.0,11.0,1.0,1.0,35451.0,31876.0,89.92,84.62,49.2,High Risk
T01378,U01758,Melissa Miller,barbara22@example.net,+1-612-270-6593x410,2021-02-13,2022-08-15,2520.0,2520.0,Active,548,-1330,1,Expired,Long-Term (>12mo),2570.0,3BR/2BA,1173,50.0,1.95,0,,,,,,,,,,
T01379,U01759,Timothy Thomas,millershannon@example.org,224.971.8301x81796,2022-07-08,2023-07-08,2396.0,2396.0,Active,365,-1003,1,Expired,Standard (6-12mo),2521.0,3BR/2BA,1157,125.0,4.96,0,,,,,,,,,,
T01380,U01761,Jerome Salazar,marissa74@example.net,+1-679-890-5221x711,2022-09-08,2023-09-08,2637.0,2637.0,Active,365,-941,1,Expired,Standard (6-12mo),2972.0,3BR/2BA,1182,335.0,11.27,1,,,,,,,,,,
T01381,U01762,Victoria Kelly,tranamanda@example.org,8615735631,2023-02-26,2024-08-27,2484.0,2484.0,Active,548,-587,1,Expired,Long-Term (>12mo),2816.0,3BR/2BA,1404,332.0,11.79,1,9.0,9.0,0.0,0.0,22356.0,22356.0,100.0,100.0,0.0,Low Risk
T01382,U01763,Carol Murray,marissa72@example.net,001-561-269-4963x78811,2023-02-23,2024-08-24,2765.0,2765.0,Active,548,-590,1,Expired,Long-Term (>12mo),2963.0,3BR/2BA,1182,198.0,6.68,1,9.0,9.0,0.0,0.0,24885.0,24885.0,100.0,100.0,0.0,Low Risk
T01383,U01765,William Jackson,wilsonjamie@example.org,516.375.3216x3361,2022-04-05,2023-04-05,2310.0,2310.0,Active,365,-1097,1,Expired,Standard (6-12mo),2496.0,3BR/2BA,1429,186.0,7.45,1,,,,,,,,,,
T01384,U01766,Scott Rivera,websterbrandon@example.net,+1-503-772-9545x858,2023-06-02,2025-06-01,2335.0,2335.0,Active,730,-309,1,Expired,Long-Term (>12mo),2635.0,3BR/2BA,1238,300.0,11.39,1,15.0,14.0,0.0,1.0,35025.0,32690.0,93.33,93.33,34.0,High Risk
T01385,U01767,Stephanie Hoover,erinstark@example.net,001-312-474-3922x55174,2022-09-17,2023-09-17,2769.0,2769.0,Active,365,-932,1,Expired,Standard (6-12mo),2930.0,3BR/2BA,1222,161.0,5.49,1,,,,,,,,,,
T01386,U01770,Spencer Jones,marilyn62@example.org,001-723-660-1863x994,2022-12-14,2023-12-14,2912.0,2912.0,Notice to Vacate,365,-844,1,Expired,Standard (6-12mo),2944.0,3BR/2BA,1342,32.0,1.09,0,1.0,1.0,0.0,0.0,2912.0,2912.0,100.0,100.0,0.0,Low Risk
T01387,U01771,Daniel Barton,lucas15@example.com,709.230.7968,2022-11-20,2023-11-20,2349.0,2349.0,Active,365,-868,1,Expired,Standard (6-12mo),2404.0,3BR/2BA,1191,55.0,2.29,0,,,,,,,,,,
T01388,U01772,Jessica Stanley,nicole98@example.com,(940)589-9217,2024-04-25,2025-04-25,2613.0,2613.0,Active,365,-346,1,Expired,Standard (6-12mo),2691.0,3BR/2BA,1295,78.0,2.9,0,11.0,11.0,0.0,0.0,28743.0,28743.0,100.0,100.0,0.0,Low Risk
T01389,U01775,Tracy Frost,emorales@example.org,439.373.6707,2022-11-30,2024-11-29,2626.0,2626.0,Notice to Vacate,730,-493,1,Expired,Long-Term (>12mo),2817.0,3BR/2BA,1169,191.0,6.78,1,13.0,13.0,0.0,0.0,34138.0,34138.0,100.0,100.0,0.0,Low Risk
T01390,U01776,Darrell Carter,mccarthyhenry@example.org,+1-822-741-9830x6323,2023-05-26,2024-05-25,2773.0,2773.0,Active,365,-681,1,Expired,Standard (6-12mo),2839.0,3BR/2BA,1195,66.0,2.32,0,6.0,6.0,0.0,0.0,16638.0,16638.0,100.0,100.0,0.0,Low Risk
T01391,U01777,Adrian Snow,bankskyle@example.com,(748)242-0243,2024-02-08,2025-08-09,2389.0,2389.0,Active,548,-240,1,Expired,Long-Term (>12mo),2403.0,3BR/2BA,1364,14.0,0.58,0,13.0,12.0,0.0,1.0,31057.0,28668.0,92.31,92.31,34.6,High Risk
T01392,U01780,Elizabeth Jenkins,wilsonjill@example.com,+1-315-564-0994x14753,2022-08-12,2024-08-11,2550.0,2550.0,Active,730,-603,1,Expired,Long-Term (>12mo),2725.0,3BR/2BA,1262,175.0,6.42,1,9.0,9.0,0.0,0.0,22950.0,22950.0,100.0,100.0,0.0,Low Risk
T01393,U01781,Francisco Rivas,kevinnguyen@example.org,+1-690-482-6110x35659,2024-03-18,2026-03-18,2369.0,2369.0,Active,730,-19,1,Expired,Long-Term (>12mo),2437.0,3BR/2BA,1291,68.0,2.79,0,12.0,12.0,0.0,0.0,28428.0,28428.0,100.0,100.0,0.0,Low Risk
T01394,U01782,Linda Thompson,johnreyes@example.com,(696)392-2953x38619,2022-06-17,2023-06-17,2735.0,2735.0,Active,365,-1024,1,Expired,Standard (6-12mo),2748.0,3BR/2BA,1392,13.0,0.47,0,,,,,,,,,,
T01395,U01783,Lori Weaver,chelseasmith@example.net,442.542.4066,2023-08-16,2024-08-15,2554.0,2554.0,Active,365,-599,1,Expired,Standard (6-12mo),2851.0,3BR/2BA,1177,297.0,10.42,1,9.0,9.0,0.0,0.0,22986.0,22986.0,100.0,100.0,0.0,Low Risk
T01396,U01784,Corey Shaffer,stephaniescott@example.com,(418)666-9408x654,2021-02-01,2022-02-01,2514.0,2514.0,Notice to Vacate,365,-1525,1,Expired,Standard (6-12mo),2576.0,3BR/2BA,1372,62.0,2.41,0,,,,,,,,,,
T01397,U01786,Justin Reyes,angelacooper@example.com,635-909-5288x959,2022-07-16,2023-07-16,2511.0,2511.0,Notice to Vacate,365,-995,1,Expired,Standard (6-12mo),2511.0,3BR/2BA,1240,0.0,0.0,0,,,,,,,,,,
T01398,U01787,Sharon Wright,mroman@example.com,553-259-1765x0471,2024-01-17,2025-01-16,2284.0,2284.0,Notice to Vacate,365,-445,1,Expired,Standard (6-12mo),2481.0,3BR/2BA,1413,197.0,7.94,1,13.0,12.0,0.0,1.0,29692.0,27408.0,92.31,92.31,34.6,High Risk
T01399,U01788,Kevin Chapman,derek87@example.org,649-966-8667x989,2023-03-20,2024-03-19,1381.0,1381.0,Active,365,-748,1,Expired,Standard (6-12mo),1448.0,Studio,598,67.0,4.63,0,4.0,4.0,0.0,0.0,5524.0,5524.0,100.0,100.0,0.0,Low Risk
T01400,U01789,Michael Ellis,brennanmichelle@example.com,001-501-649-7110,2023-01-11,2024-01-11,1519.0,1519.0,Active,365,-816,1,Expired,Standard (6-12mo),1584.0,Studio,508,65.0,4.1,0,2.0,2.0,0.0,0.0,3038.0,3038.0,100.0,100.0,0.0,Low Risk
T01401,U01790,Tiffany Randolph,zgarcia@example.com,(866)950-5188x601,2024-05-30,2025-05-30,1272.0,1272.0,Active,365,-311,1,Expired,Standard (6-12mo),1421.0,Studio,475,149.0,10.49,1,10.0,9.0,1.0,0.0,12720.0,12699.0,99.83,90.0,16.0,Medium Risk
T01402,U01791,Debbie Tanner,jamesbenson@example.com,+1-569-985-0450x566,2024-03-10,2025-03-10,1585.0,1585.0,Notice to Vacate,365,-392,1,Expired,Standard (6-12mo),1617.0,Studio,546,32.0,1.98,0,12.0,12.0,0.0,0.0,19020.0,19020.0,100.0,100.0,0.0,Low Risk
T01403,U01792,Angel Summers,rachel86@example.org,789.925.7140x2503,2022-01-02,2023-07-04,1399.0,1399.0,Active,548,-1007,1,Expired,Long-Term (>12mo),1495.0,Studio,599,96.0,6.42,1,,,,,,,,,,
T01404,U01793,Christopher Bennett,willie16@example.org,349.236.8063x58530,2023-06-20,2024-06-19,1524.0,1524.0,Active,365,-656,1,Expired,Standard (6-12mo),1628.0,Studio,505,104.0,6.39,1,7.0,5.0,2.0,0.0,10668.0,9468.0,88.75,71.43,37.1,High Risk
T01405,U01794,Sarah Thomas,fburke@example.net,+1-230-548-5277x5867,2023-01-05,2024-07-06,1398.0,1398.0,Active,548,-639,1,Expired,Long-Term (>12mo),1462.0,Studio,549,64.0,4.38,0,8.0,7.0,1.0,0.0,11184.0,11028.0,98.61,87.5,17.5,Medium Risk
T01406,U01795,Jason Williams,julielewis@example.com,+1-443-594-6896x33181,2024-02-14,2025-02-13,1526.0,1526.0,Active,365,-417,1,Expired,Standard (6-12mo),1643.0,Studio,541,117.0,7.12,1,13.0,12.0,0.0,1.0,19838.0,18312.0,92.31,92.31,34.6,High Risk
T01407,U01796,Jeremiah Fisher,vklein@example.org,431.874.4577x626,2024-04-01,2025-04-01,1242.0,1242.0,Active,365,-370,1,Expired,Standard (6-12mo),1360.0,Studio,482,118.0,8.68,1,11.0,10.0,1.0,0.0,13662.0,13454.0,98.48,90.91,15.5,Medium Risk
T01408,U01797,James Medina,hicksrachel@example.net,+1-777-447-5944x348,2024-02-04,2025-02-03,1383.0,1383.0,Notice to Vacate,365,-427,1,Expired,Standard (6-12mo),1391.0,Studio,521,8.0,0.58,0,13.0,12.0,1.0,0.0,17979.0,17956.0,99.87,92.31,14.6,Medium Risk
T01409,U01798,Sarah Griffin,bcobb@example.org,967.768.7404x2076,2023-06-22,2024-06-21,1276.0,1276.0,Active,365,-654,1,Expired,Standard (6-12mo),1401.0,Studio,557,125.0,8.92,1,7.0,7.0,0.0,0.0,8932.0,8932.0,100.0,100.0,0.0,Low Risk
T01410,U01800,Kyle Bell,christopher57@example.org,+1-830-799-0009x4065,2022-07-20,2023-07-20,1499.0,1499.0,Active,365,-991,1,Expired,Standard (6-12mo),1523.0,Studio,493,24.0,1.58,0,,,,,,,,,,
T01411,U01801,Brittany Garner,matthew85@example.net,+1-965-235-2326x60004,2021-09-18,2022-09-18,1409.0,1409.0,Notice to Vacate,365,-1296,1,Expired,Standard (6-12mo),1474.0,Studio,472,65.0,4.41,0,,,,,,,,,,
T01412,U01802,Laura Miller,fitzgeraldlisa@example.net,001-356-711-9989x96511,2021-10-28,2023-10-28,1464.0,1464.0,Active,730,-891,1,Expired,Long-Term (>12mo),1527.0,Studio,505,63.0,4.13,0,,,,,,,,,,
T01413,U01803,Nicole West,richard14@example.net,877-861-8687x0479,2022-04-22,2023-04-22,1504.0,1504.0,Active,365,-1080,1,Expired,Standard (6-12mo),1569.0,Studio,453,65.0,4.14,0,,,,,,,,,,
T01414,U01804,Shannon Bass,jeansmith@example.com,001-625-465-9950x891,2022-01-13,2024-01-13,1424.0,1424.0,Active,730,-814,1,Expired,Long-Term (>12mo),1448.0,Studio,513,24.0,1.66,0,2.0,2.0,0.0,0.0,2848.0,2848.0,100.0,100.0,0.0,Low Risk
T01415,U01805,Melissa Smith,audreylopez@example.com,205-747-3986x2214,2024-04-02,2025-04-02,1437.0,1437.0,Active,365,-369,1,Expired,Standard (6-12mo),1624.0,Studio,488,187.0,11.51,1,11.0,11.0,0.0,0.0,15807.0,15807.0,100.0,100.0,0.0,Low Risk
